Uberon ID	Uberon name	9606
CL:0002287	type IV taste receptor cell	F
CL:0002288	type V taste receptor cell	F
CL:0002289	type I taste bud cell	F
CL:0002290	Y chromosome-bearing sperm cell	F
CL:0002291	X chromosome-bearing sperm cell	F
CL:0002292	type I cell of carotid body	T
CL:0002293	epithelial cell of thymus	T
CL:0002294	type-1 epithelial cell of thymus	T
CL:0002295	type-6 epithelial cell of thymus	F
CL:0002296	type-4 epithelial cell of thymus	F
CL:0002297	type-3 epithelial cell of thymus	F
CL:0002298	type-5 epithelial cell of thymus	F
CL:0002299	type-2 epithelial cell of thymus	F
CL:0002300	type-7 epithelial cell of thymus	F
CL:0002301	type B synovial cell	F
CL:0002302	type A synovial cell	F
CL:0002303	pigmented ciliary epithelial cell	F
CL:0002304	non-pigmented ciliary epithelial cell	F
CL:0002305	epithelial cell of distal tubule	F
CL:0002306	epithelial cell of proximal tubule	F
CL:0002307	brush border cell of the proximal tubule	F
CL:0002308	epithelial cell of skin gland	F
CL:0002309	corticotroph	F
CL:0002310	mammosomatotroph	F
CL:0002311	mammotroph	F
CL:0002312	somatotroph	T
CL:0002313	endocrine-paracrine cell of prostate gland	F
CL:0002314	external supporting cell of vestibular epithelium	F
CL:0002315	supporting cell of cochlea	F
CL:0002316	supporting cell of vestibular epithelium	T
CL:0002317	external limiting cell of vestibular epithelium	F
CL:0002318	periperhal blood mesothelial cell	F
CL:0002319	neural cell	T
CL:0002320	connective tissue cell	T
CL:0002321	embryonic cell	F
CL:0002322	embryonic stem cell	F
CL:0002323	amniocyte	F
CL:0002324	myoepithelial cell of mammary gland	F
CL:0002325	mammary alveolar cell	F
CL:0002326	luminal epithelial cell of mammary gland	F
CL:0002327	mammary gland epithelial cell	F
CL:0002328	bronchial epithelial cell	F
CL:0002329	basal epithelial cell of tracheobronchial tree	F
CL:0002330	undifferentiated cell of bronchus epithelium	F
CL:0002332	ciliated cell of the bronchus	F
CL:0002333	neural crest derived fat cell	F
CL:0002334	preadipocyte	F
CL:0002335	brown preadipocyte	F
CL:0002336	buccal mucosa cell	F
CL:0002337	keratinocyte stem cell	F
CL:0002338	CD56-positive, CD161-positive immature natural killer cell	F
CL:0002339	prostate stem cell	F
CL:0002340	luminal cell of prostate epithelium	F
CL:0002341	basal cell of prostate epithelium	F
CL:0002342	circulating endothelial cell	F
CL:0002343	decidual natural killer cell	F
CL:0002344	CD56-negative, CD161-positive immature natural killer cell	F
CL:0002345	CD27-low, CD11b-low immature natural killer cell	F
CL:0002346	Dx5-negative, NK1.1-positive immature natural killer cell	F
CL:0002347	CD27-high, CD11b-high natural killer cell	F
CL:0002348	CD27-low, CD11b-high natural killer cell	F
CL:0002349	CD27-high, CD11b-low natural killer cell	F
CL:0002350	endocardial cell	F
CL:0002351	progenitor cell of endocrine pancreas	F
CL:0002352	gestational hematopoietic stem cell	F
CL:0002353	fetal liver hematopoietic progenitor cell	F
CL:0002354	yolk sac hematopoietic stem cell	F
CL:0002355	primitive red blood cell	F
CL:0002356	primitive reticulocyte	F
CL:0002357	fetal derived definitive erythrocyte	F
CL:0002358	pyrenocyte	F
CL:0002359	placental hematopoietic stem cell	F
CL:0002360	AGM hematopoietic stem cell	F
CL:0002361	primitive erythroid progenitor	F
CL:0002362	granule cell precursor	F
CL:0002363	keratocyte	F
CL:0002364	cortical thymic epithelial cell	F
CL:0002365	medullary thymic epithelial cell	F
CL:0002366	myometrial cell	F
CL:0002367	trabecular meshwork cell	T
CL:0002368	respiratory epithelial cell	F
CL:0002369	fungal spore	F
CL:0002370	respiratory goblet cell	F
CL:0002371	somatic cell	F
CL:0002372	myotube	F
CL:0002373	growth hormone releasing hormone secreting cell	F
CL:0002374	ear hair cell	F
CL:0002375	Schwann cell precursor	F
CL:0002376	non-myelinating Schwann cell	F
CL:0002377	immature Schwann cell	F
CL:0002378	immature Vgamma2-positive fetal thymocyte	F
CL:0002379	meningothelial cell	F
CL:0002380	oospore	F
CL:0002381	uninucleate conidium	F
CL:0002382	multinucleate conidium	F
CL:0002383	conidium of conidiophore head	F
CL:0002384	uninucleate macroconidium	F
CL:0002385	blastoconidium	F
CL:0002386	multinucleate macroconidium	F
CL:0002387	arthroconidium	F
CL:0002388	multinucleate arthroconidium	F
CL:0002389	uninucleate arthroconidium	F
CL:0002390	uninucleate blastconidium	F
CL:0002391	multinucleate blastoconidium	F
CL:0002393	intermediate monocyte	F
CL:0002394	CD141-positive myeloid dendritic cell	F
CL:0002395	Gr1-high classical monocyte	F
CL:0002396	CD14-low, CD16-positive monocyte	F
CL:0002397	CD14-positive, CD16-positive monocyte	F
CL:0002398	Gr1-positive, CD43-positive monocyte	F
CL:0002399	CD1c-positive myeloid dendritic cell	F
CL:0002400	Fraction B/C precursor B cell	F
CL:0002401	mature dendritic epithelial T cell precursor	F
CL:0002402	Peyer's patch B cell	F
CL:0002403	mature Vgamma2-positive fetal thymocyte	F
CL:0002404	fetal thymocyte	F
CL:0002405	gamma-delta thymocyte	F
CL:0002406	immature Vgamma2-positive thymocyte	F
CL:0002407	mature Vgamma2-positive thymocyte	F
CL:0002408	immature Vgamma2-negative thymocyte	F
CL:0002409	mature Vgamma2-negative thymocyte	F
CL:0002410	pancreatic stellate cell	F
CL:0002411	Vgamma1.1-positive, Vdelta6.3-negative thymocyte	F
CL:0002412	Vgamma1.1-positive, Vdelta6.3-positive thymocyte	F
CL:0002413	mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte	F
CL:0002414	immature Vgamma1.1-positive, Vdelta6.3-negative thymocyte	F
CL:0002415	immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte	F
CL:0002416	mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte	F
CL:0002417	primitive erythroid lineage cell	F
CL:0002418	hemangioblast	F
CL:0002419	mature T cell	F
CL:0002420	immature T cell	F
CL:0002421	nucleated reticulocyte	F
CL:0002422	enucleated reticulocyte	F
CL:0002423	DN2a thymocyte	F
CL:0002424	DN2b thymocyte	F
CL:0002425	early T lineage precursor	F
CL:0002426	CD11b-positive, CD27-positive natural killer cell	F
CL:0002427	resting double-positive thymocyte	F
CL:0002428	double-positive blast	F
CL:0002429	CD69-positive double-positive thymocyte	F
CL:0002430	CD4-intermediate, CD8-positive double-positive thymocyte	F
CL:0002431	CD4-positive, CD8-intermediate double-positive thymocyte	F
CL:0002432	CD24-positive, CD4 single-positive thymocyte	F
CL:0002433	CD69-positive, CD4-positive single-positive thymocyte	F
CL:0002434	CD24-positive, CD8 single-positive thymocyte	F
CL:0002435	CD69-positive, CD8-positive single-positive thymocyte	F
CL:0002436	mature CD4 single-positive thymocyte	F
CL:0002437	mature CD8 single-positive thymocyte	F
CL:0002438	NK1.1-positive natural killer cell	F
CL:0002439	NKGA2-positive natural killer cell	F
CL:0002440	Ly49D-positive natural killer cell	F
CL:0002441	CD94-positive natural killer cell	F
CL:0002442	CD94-negative, Ly49CI-negative natural killer cell	F
CL:0002443	Ly49CI-positive natural killer cell	F
CL:0002444	Ly49H-positive natural killer cell	F
CL:0002445	Ly49D-negative natural killer cell	F
CL:0002446	Ly49CI-negative natural killer cell	F
CL:0002447	CD94-negative natural killer cell	F
CL:0002448	Ly49H-negative natural killer cell	F
CL:0002449	CD94-positive Ly49CI-positive natural killer cell	F
CL:0002450	tether cell	F
CL:0002451	mammary stem cell	F
CL:0002453	oligodendrocyte precursor cell	F
CL:0002454	Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell	F
CL:0002455	CD8_alpha-negative plasmactyoid dendritic cell	F
CL:0002456	CD8_alpha-positive plasmactyoid dendritic cell	F
CL:0002457	epidermal Langerhans cell	F
CL:0002458	langerin-positive dermal dendritic cell	F
CL:0002459	langerin-negative dermal dendritic cell	F
CL:0002460	CD8alpha-negative thymic conventional dendritic cell	F
CL:0002461	CD103-positive dendritic cell	F
CL:0002462	adipose dendritic cell	F
CL:0002463	SIRPa-positive adipose dendritic cell	F
CL:0002464	SIRPa-negative adipose dendritic cell	F
CL:0002465	CD11b-positive dendritic cell	F
CL:0002466	small intestine serosal dendritic cell	F
CL:0002467	Gr1-high myeloid suppressor cell	F
CL:0002468	Gr1-low myeloid suppressor cell	F
CL:0002469	MHC-II-negative classical monocyte	F
CL:0002470	MHC-II-positive classical monocyte	F
CL:0002471	MHC-II-negative non-classical monocyte	F
CL:0002472	MHC-II-low non-classical monocyte	F
CL:0002473	MHC-II-high non-classical monocyte	F
CL:0002474	lymphoid MHC-II-negative classical monocyte	F
CL:0002475	lymphoid MHC-II-negative non-classical monocyte	F
CL:0002476	bone marrow macrophage	F
CL:0002477	adipose macrophage	F
CL:0002478	F4/80-negative adipose macrophage	F
CL:0002479	F4/80-positive adipose macrophage	F
CL:0002480	nasal mucosa goblet cell	F
CL:0002481	peritubular myoid cell	F
CL:0002482	dermal melanocyte	F
CL:0002483	hair follicle melanocyte	F
CL:0002484	epithelial melanocyte	F
CL:0002485	retinal melanocyte	F
CL:0002486	strial intermediate cell	F
CL:0002487	cutaneous/subcutaneous mechanoreceptor cell	F
CL:0002488	trophoblast giant cell	F
CL:0002489	double negative thymocyte	F
CL:0002490	organ of Corti supporting cell	F
CL:0002491	auditory epithelial cell	F
CL:0002492	strial marginal cell	F
CL:0002493	strial basal cell	F
CL:0002494	cardiocyte	T
CL:0002495	fetal cardiomyocyte	F
CL:0002496	intraepithelial lymphocyte	F
CL:0002497	primary trophoblast giant cell	F
CL:0002498	secondary trophoblast giant cell	F
CL:0002499	spongiotrophoblast cell	T
CL:0002500	P enteroendocrine cell	F
CL:0002501	type D1 enteroendocrine cell	F
CL:0002502	type M enteroendocrine cell	F
CL:0002503	adventitial cell	F
CL:0002504	enteric smooth muscle cell	F
CL:0002505	liver CD103-negative dendritic cell	F
CL:0002506	liver CD103-positive dendritic cell	F
CL:0002507	langerin-positive lymph node dendritic cell	F
CL:0002508	langerin-negative, CD103-negative lymph node dendritic cell	F
CL:0002509	CD103-positive, langerin-positive lymph node dendritic cell	F
CL:0002510	CD103-negative, langerin-positive lymph node dendritic cell	F
CL:0002511	CD11b-low, CD103-negative, langerin-negative lymph node dendritic cell	F
CL:0002512	CD11b-high, CD103-negative, langerin-negative lymph node dendritic cell	F
CL:0002513	Vgamma5-positive CD8alpha alpha positive gamma-delta intraepithelial T cell	F
CL:0002514	Vgamma5-negative CD8alpha alpha positive gamma-delta intraepithelial T cell	F
CL:0002515	interrenal norepinephrine type cell	F
CL:0002516	interrenal chromaffin cell	F
CL:0002517	interrenal epinephrin secreting cell	F
CL:0002518	kidney epithelial cell	F
CL:0002519	interrenal epithelial cell	F
CL:0002520	nephrocyte	F
CL:0002521	subcutaneous fat cell	F
CL:0002522	renal filtration cell	F
CL:0002523	mesonephric glomerular visceral epithelial cell	F
CL:0002524	disseminated nephrocyte	F
CL:0002525	metanephric glomerular visceral epithelial cell	F
CL:0002526	CD14-positive dermal dendritic cell	F
CL:0002527	immature CD14-positive dermal dendritic cell	F
CL:0002528	mature CD14-positive dermal dendritic cell	F
CL:0002529	CD1a-positive dermal dendritic cell	F
CL:0002530	immature CD1a-positive dermal dendritic cell	F
CL:0002531	mature CD1a-positive dermal dendritic cell	F
CL:0002532	CD16-positive myeloid dendritic cell	F
CL:0002533	immature CD16-positive myeloid dendritic cell	F
CL:0002534	mature CD16-positive myeloid dendritic cell	F
CL:0002535	epithelial cell of cervix	F
CL:0002536	epithelial cell of amnion	F
CL:0002537	amnion mesenchymal stem cell	F
CL:0002538	intrahepatic bile duct epithelial cell	F
CL:0002539	aortic smooth muscle cell	F
CL:0002540	mesenchymal stem cell of the bone marrow	F
CL:0002541	chorionic membrane mesenchymal stem cell	F
CL:0002543	vein endothelial cell	F
CL:0002544	aortic endothelial cell	F
CL:0002545	thoracic aorta endothelial cell	F
CL:0002546	embryonic blood vessel endothelial progenitor cell	F
CL:0002547	fibroblast of the aortic adventitia	F
CL:0002548	fibroblast of cardiac tissue	F
CL:0002549	fibroblast of choroid plexus	F
CL:0002550	fibroblast of the conjunctiva	F
CL:0002551	fibroblast of dermis	F
CL:0002552	fibroblast of gingiva	F
CL:0002553	fibroblast of lung	F
CL:0002554	fibroblast of lymphatic vessel	F
CL:0002555	fibroblast of mammary gland	F
CL:0002556	fibroblast of periodontium	F
CL:0002557	fibroblast of pulmonary artery	F
CL:0002558	fibroblast of villous mesenchyme	F
CL:0002559	hair follicle cell	F
CL:0002560	inner root sheath cell	F
CL:0002561	outer root sheath cell	F
CL:0002562	hair germinal matrix cell	F
CL:0002563	intestinal epithelial cell	F
CL:0002564	nucleus pulposus cell of intervertebral disc	F
CL:0002565	iris pigment epithelial cell	F
CL:0002566	dark melanocyte	F
CL:0002567	light melanocyte	F
CL:0002568	mesenchymal stem cell of Wharton's jelly	F
CL:0002569	mesenchymal stem cell of umbilical cord	F
CL:0002570	mesenchymal stem cell of adipose	F
CL:0002571	hepatic mesenchymal stem cell	F
CL:0002572	vertebral mesenchymal stem cell	F
CL:0002573	Schwann cell	T
CL:0002574	stromal cell of pancreas	F
CL:0002575	central nervous system pericyte	F
CL:0002576	perineural cell	F
CL:0002577	placental epithelial cell	F
CL:0002578	mesenteric preadipocyte	F
CL:0002579	omentum preadipocyte	F
CL:0002580	preadipocyte of the breast	F
CL:0002581	perirenal preadipocyte	F
CL:0002582	visceral preadipocyte	F
CL:0002583	subcutaneous preadipocyte	F
CL:0002584	renal cortical epithelial cell	F
CL:0002585	retinal blood vessel endothelial cell	F
CL:0002586	retinal pigment epithelial cell	F
CL:0002588	smooth muscle cell of the umbilical vein	F
CL:0002589	smooth muscle cell of the brachiocephalic vasculature	F
CL:0002590	smooth muscle cell of the brain vasculature	F
CL:0002591	smooth muscle cell of the pulmonary artery	F
CL:0002592	smooth muscle cell of the coronary artery	F
CL:0002593	smooth muscle cell of the internal thoracic artery	F
CL:0002594	smooth muscle cell of the umbilical artery	F
CL:0002595	smooth muscle cell of the subclavian artery	F
CL:0002596	smooth muscle cell of the carotid artery	F
CL:0002597	smooth muscle cell of bladder	F
CL:0002598	bronchial smooth muscle cell	F
CL:0002599	smooth muscle cell of the esophagus	F
CL:0002600	smooth muscle cell of trachea	F
CL:0002601	uterine smooth muscle cell	F
CL:0002602	annulus pulposus cell	F
CL:0002603	astrocyte of the cerebellum	F
CL:0002604	astrocyte of the hippocampus	F
CL:0002605	astrocyte of the cerebral cortex	F
CL:0002606	astrocyte of the spinal cord	F
CL:0002607	migratory enteric neural crest cell	F
CL:0002608	hippocampal neuron	F
CL:0002609	neuron of cerebral cortex	F
CL:0002610	raphe nuclei neuron	F
CL:0002611	neuron of the dorsal spinal cord	F
CL:0002612	neuron of the ventral spinal cord	F
CL:0002613	striatum neuron	F
CL:0002614	neuron of the substantia nigra	F
CL:0002615	adipocyte of omentum tissue	F
CL:0002616	perirenal adipocyte cell	F
CL:0002617	adipocyte of breast	F
CL:0002618	endothelial cell of umbilical vein	F
CL:0002619	adult endothelial progenitor cell	F
CL:0002620	skin fibroblast	F
CL:0002621	gingival epithelial cell	F
CL:0002622	prostate stromal cell	F
CL:0002623	acinar cell of salivary gland	F
CL:0002624	paneth cell of the appendix	F
CL:0002625	seminiferous tubule epithelial cell	F
CL:0002626	immature astrocyte	F
CL:0002627	mature astrocyte	F
CL:0002628	immature microglial cell	F
CL:0002629	mature microglial cell	F
CL:0002630	actinomycete-type spore	F
CL:0002631	epithelial cell of upper respiratory tract	F
CL:0002632	epithelial cell of lower respiratory tract	F
CL:0002633	respiratory basal cell	F
CL:0002634	epithelial cell of anal column	F
CL:0002635	nonkeratinized epithelial cell of anal column	F
CL:0002636	nonkeratinized epithelial cell of inferior part of anal canal	F
CL:0002637	keratinized epithelial cell of the anal canal	F
CL:0002638	bronchioalveolar stem cell	F
CL:0002639	amniotic stem cell	F
CL:0002640	amniotic epithelial stem cell	F
CL:0002641	epithelial cell of esophageal gland proper	F
CL:0002642	epithelial cell of esophageal cardiac gland	F
CL:0002643	nonkeratinized cell of stratum corneum of esophageal epithelium	F
CL:0002644	endo-epithelial cell of tympanic part of viscerocranial mucosa	F
CL:0002645	endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa	F
CL:0002651	endothelial cell of venous sinus of spleen	F
CL:0002652	endothelial cell of high endothelial venule	F
CL:0002653	squamous endothelial cell	F
CL:0002654	epithelial cell of stratum corneum of esophageal epithelium	F
CL:0002655	epithelial cell of stratum spinosum of esophageal epithelium	F
CL:0002656	glandular cell of endometrium	F
CL:0002657	glandular cell of esophagus	F
CL:0002658	glandular cell of the large intestine	F
CL:0002659	glandular cell of stomach	F
CL:0002660	luminal cell of acinus of lactiferous gland	F
CL:0002661	luminal cell of lactiferous terminal ductal lobular unit	F
CL:0002662	luminal cell of lactiferous duct	F
CL:0002663	myocardial endocrine cell of atrium	F
CL:0002664	cardioblast	F
CL:0002665	otic fibrocyte	T
CL:0002666	type 2 otic fibrocyte	F
CL:0002667	type 5 otic fibrocyte	F
CL:0002668	type 4 otic fibrocyte	F
CL:0002669	type 3 otic fibrocyte	F
CL:0002670	type 1 otic fibrocyte	F
CL:0002671	endothelial stalk cell	F
CL:0002672	retinal progenitor cell	T
CL:0002673	tongue muscle cell	F
CL:0002674	H minus	F
CL:0002675	H plus	F
CL:0002676	neural crest derived neuroblast	F
CL:0002677	naive regulatory T cell	F
CL:0002678	memory regulatory T cell	F
CL:0002679	natural helper lymphocyte	F
CL:0002680	PP cell of intestine	F
CL:0002681	kidney cortical cell	F
CL:0005000	spinal cord interneuron	T
CL:0005001	iridoblast	F
CL:0005002	xanthoblast	F
CL:0005003	leucoblast	F
CL:0005004	pigment erythroblast	F
CL:0005005	cyanoblast	F
CL:0005006	ionocyte	F
CL:0005007	Kolmer-Agduhr neuron	F
CL:0005008	macular hair cell	F
CL:0005009	renal principal cell	T
CL:0005010	renal intercalated cell	F
CL:0005011	renal alpha-intercalated cell	F
CL:0005012	multi-ciliated epithelial cell	F
CL:0005013	single ciliated epithelial cell	F
CL:0005014	auditory epithelial support cell	F
CL:0005015	inner phalangeal cell	F
CL:0005018	ghrelin secreting cell	F
CL:0005019	pancreatic epsilon cell	F
CL:0005020	lymphangioblast	F
CL:0005021	mesenchymal lymphangioblast	F
CL:0005022	vascular lymphangioblast	F
CL:0005023	branchiomotor neuron	F
CL:0005024	somatomotor neuron	F
CL:0005025	visceromotor neuron	F
CL:0005026	hepatoblast	F
CL:0007000	preameloblast	F
CL:0007001	skeletogenic cell	T
CL:0007002	precementoblast	F
CL:0007003	preodontoblast	F
CL:0007004	premigratory neural crest cell	F
CL:0007005	notochordal cell	F
CL:0007006	chordamesodermal cell	F
CL:0007007	notochordal sheath cell	F
CL:0007008	notochordal vacuole cell	F
CL:0007009	prechondroblast	F
CL:0007010	preosteoblast	T
CL:0007011	enteric neuron	F
CL:0007012	non-terminally differentiated odontoblast	F
CL:0007013	terminally differentiated odontoblast	F
CL:0007016	adaxial cell	F
CL:0007017	Stiftchenzellen	F
CL:0007018	epidermal ciliary cell	F
CL:0007019	epidermal mucus secreting cell	F
CL:0007020	bottle cell	F
CL:0007021	alarm substance cell	F
CL:0007022	micropylar cell	F
CL:0007023	flask cell	F
CL:0008000	non-striated muscle cell	F
CL:0008001	hematopoietic precursor cell	F
CL:0008002	skeletal muscle fiber	T
CL:0008003	somatic muscle myotube	T
CL:0008004	somatic muscle cell	F
CL:0008005	obliquely striated somatic muscle cell	T
CL:0008006	muscle founder cell	F
CL:0008007	visceral muscle cell	F
CL:0008008	striated visceral muscle cell	F
CL:0008009	transversely striated visceral muscle cell	F
CL:0008010	cranial somatomotor neuron	F
CL:0008011	skeletal muscle satellite stem cell	F
CL:0008012	quiescent skeletal muscle satellite cell	F
CL:0008013	cranial visceromotor neuron	F
CL:0008014	excitatory motor neuron	F
CL:0008015	inhibitory motor neuron	F
CL:0008016	activated skeletal muscle satellite cell	F
CL:0008017	adult skeletal muscle myoblast	F
CL:0008018	somatic muscle myoblast	F
CL:0008019	mesenchymal cell	F
CL:0008020	skeletal muscle satellite myogenic cell	F
CL:0008021	anterior lateral line ganglion neuron	F
CL:0008022	endocardial cushion cell	F
CL:0008024	pancreatic endocrine cell	F
CL:0008025	noradrenergic neuron	F
CL:0009000	sensory neuron of spinal nerve	F
CL:0009001	compound eye retinal cell	F
CL:0009002	inflammatory cell	F
CL:0009003	larval midgut cell	F
CL:0009004	retinal cell	F
CL:0009005	salivary gland cell	F
CL:0010001	stromal cell of bone marrow	F
CL:0010002	epithelial cell of umbilical artery	F
CL:0010003	epithelial cell of alveolus of lung	F
CL:0010004	mononuclear cell of bone marrow	F
CL:0010005	atrioventricular bundle cell	F
CL:0010006	cardiac blood vessel endothelial cell	F
CL:0010007	His-Purkinje system cell	F
CL:0010008	cardiac endothelial cell	F
CL:0010009	camera-type eye photoreceptor cell	F
CL:0010010	cerebellar stellate cell	F
CL:0010011	cerebral cortex GABAergic interneuron	F
CL:0010012	cerebral cortex neuron	F
CL:0010013	type I pinealocyte	F
CL:0010014	type II pinealocyte	F
CL:0010015	coronet cell	T
CL:0010016	collar cell	F
CL:0010020	cardiac glial cell	F
CL:0010021	cardiac myoblast	F
CL:0010022	cardiac neuron	F
CL:0011000	dorsal horn interneuron	F
CL:0011001	spinal cord motor neuron	F
CL:0011002	lateral motor column neuron	F
CL:0011003	magnocellular neurosecretory cell (duplicate class)	T
CL:0011004	lens fiber cell	T
CL:0011005	GABAergic interneuron	F
CL:0011006	lugaro cell	F
CL:0011100	galanergic neuron	F
CL:0011101	chorionic trophoblast cell	F
CL:0011102	parasympathetic neuron	F
CL:0011103	sympathetic neuron	F
CL:0011104	interplexiform cell	F
CL:0011105	dopamanergic interplexiform cell	F
CL:0011106	GABAnergic interplexiform cell	F
CL:0011107	Muller cell	F
CL:0011108	colon epithelial cell	F
CL:0011109	hypocretin-secreting neuron	F
CL:0011110	histaminergic neuron	F
CL:0011111	gonadotropin releasing neuron	F
CL:0011112	magnocellular neurosecretory cell	F
CL:0011113	spiral ganglion neuron	F
CL:0011114	segmented neutrophil of bone marrow	F
CL:0011115	precursor cell	F
CL:0012000	astrocyte of the forebrain	F
CL:0012001	neuron of the forebrain	F
CL:0013000	forebrain radial glial cell	F
CL:0015000	cranial motor neuron	F
CL:1000001	retrotrapezoid nucleus neuron	F
CL:1000022	mesonephric nephron tubule epithelial cell	F
CL:1000042	forebrain neuroblast	F
CL:1000050	lateral line nerve glial cell	F
CL:1000073	spinal cord radial glial cell	F
CL:1000082	stretch receptor cell	F
CL:1000083	stratified keratinized epithelial stem cell	F
CL:1000085	stratified non keratinized epithelial stem cell	F
CL:1000090	pronephric nephron tubule epithelial cell	F
CL:1000123	metanephric nephron tubule epithelial cell	F
CL:1000143	lung goblet cell	F
CL:1000147	heart valve cell	F
CL:1000155	Malpighian tubule stellate cell	F
CL:1000182	malpighian tubule tip cell	F
CL:1000191	pillar cell	F
CL:1000217	growth plate cartilage chondrocyte	F
CL:1000222	stomach neuroendocrine cell	F
CL:1000223	lung neuroendocrine cell	F
CL:1000236	posterior lateral line nerve glial cell	F
CL:1000239	anterior lateral line nerve glial cell	F
CL:1000245	posterior lateral line ganglion neuron	F
CL:1000271	lung ciliated cell	F
CL:1000272	lung secretory cell	F
CL:1000274	trophectodermal cell	T
CL:1000275	smooth muscle cell of small intestine	F
CL:1000276	smooth muscle fiber of duodenum	F
CL:1000277	smooth muscle fiber of jejunum	F
CL:1000278	smooth muscle fiber of ileum	F
CL:1000279	smooth muscle cell of large intestine	F
CL:1000280	smooth muscle cell of colon	F
CL:1000281	smooth muscle cell of cecum	F
CL:1000282	smooth muscle fiber of ascending colon	F
CL:1000283	smooth muscle fiber of transverse colon	F
CL:1000284	smooth muscle fiber of descending colon	F
CL:1000285	smooth muscle cell of sigmoid colon	F
CL:1000286	smooth muscle cell of rectum	F
CL:1000287	myocyte of anterior internodal tract	F
CL:1000288	myocyte of atrial branch of anterior internodal tract	F
CL:1000289	myocyte of atrial septal branch of anterior internodal tract	F
CL:1000290	myocyte of middle internodal tract	F
CL:1000291	myocyte of posterior internodal tract	F
CL:1000296	epithelial cell of urethra	F
CL:1000298	mesothelial cell of dura mater	F
CL:1000299	fibroblast of connective tissue of prostate	F
CL:1000300	fibroblast of outer membrane of prostatic capsule	F
CL:1000301	fibroblast of subepithelial connective tissue of prostatic gland	F
CL:1000302	fibroblast of papillary layer of dermis	F
CL:1000303	fibroblast of areolar connective tissue	T
CL:1000304	fibroblast of connective tissue of nonglandular part of prostate	F
CL:1000305	fibroblast of connective tissue of glandular part of prostate	F
CL:1000306	fibroblast of tunica adventitia of artery	T
CL:1000307	fibroblast of dense regular elastic tissue	F
CL:1000308	fibrocyte of adventitia of ureter	F
CL:1000309	epicardial adipocyte	F
CL:1000310	adipocyte of epicardial fat of right ventricle	F
CL:1000311	adipocyte of epicardial fat of left ventricle	F
CL:1000312	bronchial goblet cell	F
CL:1000313	gastric goblet cell	F
CL:1000314	gastric cardiac gland goblet cell	F
CL:1000315	principal gastric gland goblet cell	F
CL:1000317	intestinal villus goblet cell	F
CL:1000320	large intestine goblet cell	F
CL:1000321	large intestine crypt goblet cell	F
CL:1000322	pancreatic goblet cell	F
CL:1000323	pylroric gastric gland goblet cell	F
CL:1000324	duodenal goblet cell	F
CL:1000325	jejunal goblet cell	F
CL:1000326	ileal goblet cell	F
CL:1000327	appendix goblet cell	F
CL:1000329	tracheal goblet cell	F
CL:1000330	serous cell of epithelium of trachea	F
CL:1000331	serous cell of epithelium of bronchus	F
CL:1000332	serous cell of epithelium of terminal bronchiole	F
CL:1000333	serous cell of epithelium of lobular bronchiole	F
CL:1000334	enterocyte of epithelium of small intestine	F
CL:1000335	enterocyte of epithelium of intestinal villus	F
CL:1000337	enterocyte of epithelium of duodenal gland	F
CL:1000338	enterocyte of epithelium of crypt of lieberkuhn of small intestine	F
CL:1000339	enterocyte of epithelium proper of small intestine	F
CL:1000340	enterocyte of epithelium proper of duodenum	F
CL:1000341	enterocyte of epithelium proper of jejunum	F
CL:1000342	enterocyte of epithelium proper of ileum	F
CL:1000343	paneth cell of epithelium of small intestine	F
CL:1000344	paneth cell of epithelium proper of small intestine	F
CL:1000345	paneth cell of epithelium of crypt of lieberkuhn of small intestine	F
CL:1000346	vacuolar absorptive cell of epithelium proper of large intestine	F
CL:1000347	vacuolar absorptive cell of epithelium of colon	F
CL:1000348	basal cell of epithelium of trachea	F
CL:1000349	basal cell of epithelium of bronchus	F
CL:1000350	basal cell of epithelium of terminal bronchiole	F
CL:1000351	basal cell of epithelium of respiratory bronchiole	F
CL:1000352	basal cell of epithelium of lobular bronchiole	F
CL:1000353	microfold cell of epithelium of small intestine	F
CL:1000354	microfold cell of epithelium of intestinal villus	F
CL:1000355	microfold cell of epithelium proper of small intestine	F
CL:1000356	microfold cell of epithelium proper of duodenum	F
CL:1000357	microfold cell of epithelium proper of jejunum	F
CL:1000358	microfold cell of epithelium proper of ileum	F
CL:1000359	microfold cell of epithelium proper of appendix	F
CL:1000360	microfold cell of epithelium proper of large intestine	F
CL:1000361	transitional myocyte of interatrial septum	F
CL:1000362	transitional myocyte of interventricular septum	F
CL:1000363	transitional myocyte of atrial branch of anterior internodal tract	F
CL:1000364	transitional myocyte of anterior internodal tract	F
CL:1000365	transitional myocyte of atrial septal branch of anterior internodal tract	F
CL:1000366	transitional myocyte of middle internodal tract	F
CL:1000367	transitional myocyte of posterior internodal tract	F
CL:1000368	transitional myocyte of anterior division of left branch of atrioventricular bundle	F
CL:1000369	transitional myocyte of septal division of left branch of atrioventricular bundle	F
CL:1000370	transitional myocyte of left branch of atrioventricular bundle	F
CL:1000371	transitional myocyte of right branch of atrioventricular bundle	F
CL:1000372	transitional myocyte of atrial part of atrioventricular bundle	F
